Type,SKU,Name,Published,Featured,Catalog visibility,Price,Regular price,Sale price,Images,Categories,Tags,Attribute 1 name,Attribute 1 value(s),Attribute 2 name,Attribute 2 value(s),Attribute 3 name,Attribute 3 value(s),Attribute 4 name,Attribute 4 value(s),Attribute 5 name,Attribute 5 value(s),Attribute 6 name,Attribute 6 value(s),Attribute 7 name,Attribute 7 value(s),Attribute 8 name,Attribute 8 value(s),Attribute 9 name,Attribute 9 value(s),Attribute 10 name,Attribute 10 value(s),Attribute 11 name,Attribute 11 value(s),Attribute 12 name,Attribute 12 value(s),Attribute 13 name,Attribute 13 value(s),Attribute 14 name,Attribute 14 value(s),Attribute 15 name,Attribute 15 value(s),Attribute 16 name,Attribute 16 value(s),Attribute 17 name,Attribute 17 value(s),Attribute 18 name,Attribute 18 value(s),Attribute 19 name,Attribute 19 value(s),Attribute 20 name,Attribute 20 value(s),Attribute 21 name,Attribute 21 value(s),Attribute 22 name,Attribute 22 value(s),Attribute 23 name,Attribute 23 value(s),Attribute 24 name,Attribute 24 value(s),Attribute 25 name,Attribute 25 value(s),Attribute 26 name,Attribute 26 value(s),Attribute 27 name,Attribute 27 value(s),Attribute 28 name,Attribute 28 value(s),Attribute 29 name,Attribute 29 value(s),Attribute 30 name,Attribute 30 value(s),Attribute 31 name,Attribute 31 value(s),Attribute 32 name,Attribute 32 value(s),Attribute 33 name,Attribute 33 value(s),Attribute 34 name,Attribute 34 value(s),Attribute 35 name,Attribute 35 value(s),Attribute 36 name,Attribute 36 value(s)
simple,WIW28300EG,LAVE LINGE BOSCH  7KG  ENCASTRABLE  WIW28300EG,1,0,visible,,7799,,"https://electroclub.ma/7151-large_default/machine-a-laver-bosch-7kg-1400tr-encastrable-blanc.jpg,https://electroclub.ma/7152-large_default/machine-a-laver-bosch-7kg-1400tr-encastrable-blanc.jpg",Machine ALAVER,,Marque,Bosch,Reference fournisseur,WIW28300EG,Garantie,2 Ans,Niveau sonore,42,Capacité,7,Nombre de programmes,15,Demi charge,Oui,Technologie,EcoSilence Drive|SpeedPerfect|ActiveWater,Poids (KG),76,Hauteur,81.8 cm,Largeur,59.5 cm,Profondeur,54.4 cm,Couleur du Produit,Blanche,Fin Différée,24 h,Affichage du Temps Restant,OUI,Vitesse d&#039;Essorage,1400,Affichage du Cycle,OUI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
simple,SMS4HMB60T,LAVE VAISSELLE BOSCH 13C SMS4HMB60T,1,0,visible,,8699,,"https://electroclub.ma/7256-large_default/lave-vaisselle-13-couverts-inox-bosch.jpg,https://electroclub.ma/7254-large_default/lave-vaisselle-13-couverts-inox-bosch.jpg,https://electroclub.ma/7255-large_default/lave-vaisselle-13-couverts-inox-bosch.jpg,https://electroclub.ma/7249-large_default/lave-vaisselle-13-couverts-inox-bosch.jpg,https://electroclub.ma/7252-large_default/lave-vaisselle-13-couverts-inox-bosch.jpg",Lave vaisselle,,Marque,Bosch,Reference fournisseur,SMS4HMB60T,Garantie,2 Ans,Classe énergétique,48,Nombre de couverts,13,Nombre de programmes,6,Consommation d&#039;eau,9.5 l,Depart differe,24 h,Connectivite,Oui,Demi charge,Oui,Affichage de temps restant,Oui,Poids (KG),49,Hauteur,84.5 cm,Largeur,60 cm,Profondeur,60 cm,Couleur du Produit,Argenté,Afficheur,OUI,Fermeture automatique,OUI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
simple,WGA254XVMA,LAVE LINGE BOSCH 10KG WGA254XVMA,1,0,visible,,6599,,"https://electroclub.ma/7134-large_default/machine-a-laver-10kg-1400tr-inox-bosch.jpg,https://electroclub.ma/7130-large_default/machine-a-laver-10kg-1400tr-inox-bosch.jpg,https://electroclub.ma/7133-large_default/machine-a-laver-10kg-1400tr-inox-bosch.jpg,https://electroclub.ma/7131-large_default/machine-a-laver-10kg-1400tr-inox-bosch.jpg,https://electroclub.ma/7132-large_default/machine-a-laver-10kg-1400tr-inox-bosch.jpg",Machine ALAVER,,Marque,Bosch,Reference fournisseur,WGA2541XMA,Garantie,2 Ans,Classe énergétique,A+++,Niveau sonore,47,Capacité,10 Kg,Nombre de programmes,15,Demi charge,Oui,Technologie,EcoSilence Drive|Vario perfect|ActiveWater,Poids (KG),74,Hauteur,84.5 cm,Largeur,59.7 cm,Profondeur,58.8 cm,Fin Différée,24 h,Affichage du Temps Restant,OUI,Vitesse d&#039;Essorage,1400 tr|min,Affichage du Cycle,OUI,Type de Lave-Linge,Hublot (Front),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
simple,CF6B4S1PX,LAVE VAISSELLE CANDY RAPIDO 16C CF6B4S1PX,1,0,visible,,4699,,"https://electroclub.ma/13764-large_default/lave-vaisselle-15-couverts-a-smart-door-inox-candy.jpg,https://electroclub.ma/13765-large_default/lave-vaisselle-15-couverts-a-smart-door-inox-candy.jpg,https://electroclub.ma/13766-large_default/lave-vaisselle-15-couverts-a-smart-door-inox-candy.jpg,https://electroclub.ma/13767-large_default/lave-vaisselle-15-couverts-a-smart-door-inox-candy.jpg,https://electroclub.ma/13768-large_default/lave-vaisselle-15-couverts-a-smart-door-inox-candy.jpg",Lave vaisselle,,Marque,Candy,Reference fournisseur,CF 6B4S1PX,Nb de programmes,10,Garantie,2 Ans,Classe énergétique,A+,Niveau sonore,53,Nombre de couverts,16,Connectivite,Oui,Demi charge,Oui,Poids (KG),51,Hauteur,85 cm,Largeur,60 cm,Profondeur,55 cm,Couleur du Produit,Gris Argenté,Afficheur,NON,Fin Différée,NON,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
simple,WGA1440XMA,LAVE LINGE BOSCH 9KG  WGA1440XMA,1,0,visible,,5999,,"https://electroclub.ma/7135-large_default/machine-a-laver-9kg-1400tr-inox-bosch.jpg,https://electroclub.ma/7136-large_default/machine-a-laver-9kg-1400tr-inox-bosch.jpg,https://electroclub.ma/7138-large_default/machine-a-laver-9kg-1400tr-inox-bosch.jpg,https://electroclub.ma/7137-large_default/machine-a-laver-9kg-1400tr-inox-bosch.jpg,https://electroclub.ma/7139-large_default/machine-a-laver-9kg-1400tr-inox-bosch.jpg",Machine ALAVER,,Marque,Bosch,Reference fournisseur,WGA1440XMA,Garantie,2 Ans,Finition,Inox,Classe énergétique,A+++,Niveau sonore,49,Capacité,9 Kg,Fonctions,protection anti-fuite|AquaLift Plus|AquaLift Plus|Détection mousse|Détection antibalourd|Verouillage sécurité enfants|Signal sonore,Nombre de programmes,14,Connectivite,-,Demi charge,Oui,Technologie,EcoSilence Drive,Fonction vapeur,Non,Poids (KG),70,Hauteur,84.5 cm,Largeur,59.7 cm,Profondeur,58.8 cm,Fin Différée,24 h,Affichage du Temps Restant,OUI,Vitesse d&#039;Essorage,1400 tr|min,Affichage du Cycle,OUI,Type de Lave-Linge,Hublot (Front),Cycle de lavage,Coton|Coton eco|Synthétique|Délicat-Soie|Laine|Mix|Rapide|Couleurs sombres|Jeans|Auto intensif|Allergie plus|Rideaux|Couette|Express 15 min|Express 30 min|Nettoyage|Rinçage|Essorage|Vidange,,,,,,,,,,,,,,,,,,,,,,,,,,
simple,WAN2420XME,LAVE LINGE BOSCH 8KG WAN2420XME,1,0,visible,,5399,,"https://electroclub.ma/12464-large_default/machine-a-laver-8kg-1400tr-inox-bosch.jpg,https://electroclub.ma/12465-large_default/machine-a-laver-8kg-1400tr-inox-bosch.jpg,https://electroclub.ma/12466-large_default/machine-a-laver-8kg-1400tr-inox-bosch.jpg,https://electroclub.ma/12467-large_default/machine-a-laver-8kg-1400tr-inox-bosch.jpg,https://electroclub.ma/12468-large_default/machine-a-laver-8kg-1400tr-inox-bosch.jpg",Machine ALAVER,,Marque,Bosch,Reference fournisseur,WAN2420XME,Garantie,2 Ans,Classe énergétique,A+++,Niveau sonore,50,Capacité,8 Kg,Fonctions,sécurité enfants|Signal sonore|AquaLift Plus|Détection mousse|Détection antibalourd|protection anti-fuite,Nombre de programmes,15,Connectivite,TouchControl,Demi charge,Oui,Technologie,EcoSilence Drive|VarioPrefect,Options,Départ-Pause|Rajout de linge|Essorage variable,Poids (KG),69,Hauteur,85 cm,Largeur,60 cm,Profondeur,55 cm,Fin Différée,24 h,Affichage du Temps Restant,OUI,Vitesse d&#039;Essorage,1400 tr|min,Affichage du Cycle,OUI,Type de Lave-Linge,Hublot (Front),Cycle de lavage,Blanc-Couleurs 40°C,,,,,,,,,,,,,,,,,,,,,,,,,,,,
simple,F4V9RWP2E,"LAVE LINGE LG MOTION DIRECT DRIVE 10,5KG F4V9RWP2E",1,0,visible,,7599,,"https://electroclub.ma/6992-large_default/machine-a-laver-105kg-1400tr-inox-lg.jpg,https://electroclub.ma/6998-large_default/machine-a-laver-105kg-1400tr-inox-lg.jpg,https://electroclub.ma/6996-large_default/machine-a-laver-105kg-1400tr-inox-lg.jpg,https://electroclub.ma/5143-large_default/machine-a-laver-105kg-1400tr-inox-lg.jpg,https://electroclub.ma/5144-large_default/machine-a-laver-105kg-1400tr-inox-lg.jpg",Machine ALAVER,,Marque,LG,Garantie,1 An,Finition,Inox,Classe énergétique,A+++,Niveau sonore,48,Capacité,10,Fonctions,Stand by zero|Signal Sonore|Verrouillage enfant|Contrôle anti-mousse|Nettoyage de la cuve|Message d'erreur|Verrouillage de la porte,Nombre de programmes,13,Connectivite,Smart ThinQ,Technologie,6 Motion DD|TurboWash™ 360°|Eco Hybrid|Steam +|AIDD|TWINWashTM Mini|Smart Diagnosis,Fonction vapeur,Oui,Options,Ajout de linge|Prélavage|Défroissage vapeur|Rinçage +,Poids (KG),70,Hauteur,85 cm,Largeur,60 cm,Profondeur,56 cm,Fin Différée,3 - 9h,Affichage du Temps Restant,OUI,Vitesse d&#039;Essorage,1400 tr|min,Affichage du Cycle,OUI,Type de Lave-Linge,Hublot (Front),Cycle de lavage,Anti-Allergie|TurboWash 39 min|Coton|Conton+|Mix 40°C|Synthétiques|Couette|Textile Sport|Ultra Silence|Rapide 14 min|Laine|Délicat,,,,,,,,,,,,,,,,,,,,,,,,,,,,
simple,F4V5VYP2T,LAVE LINGE LG MOTION DIRECT DRIVE  9KG F4V5VYP2T,1,0,visible,,5999,,"https://electroclub.ma/7006-large_default/lg-f4v7vwp2t.jpg,https://electroclub.ma/7005-large_default/lg-f4v7vwp2t.jpg,https://electroclub.ma/7004-large_default/lg-f4v7vwp2t.jpg,https://electroclub.ma/7000-large_default/lg-f4v7vwp2t.jpg,https://electroclub.ma/6999-large_default/lg-f4v7vwp2t.jpg",Machine ALAVER,,Marque,LG,Reference fournisseur,F4v7vwp2t,Garantie,1 An,Marque,LG,Code,2496440,Hauteur (cm),85,Largeur (cm),60,Profondeur (cm),56,Finition,Silver,Classe énergétique,A+++,Consomation energetique,128 kwh|an,Poids en kg,74,Capacité,9,Nombre de programmes,13,Depart differe,Non,Fin differe,Oui,Connectivite,Oui,Vitesse d essorage,1400,Technologie,Direct drive,Volume de tambour,68,Fonction vapeur,Oui,Affichage de temps restant,Oui,Affichage de cycle,Oui,Niveau sonore en lavage,54,Niveau sonore en essorage,71,,,,,,,,,,,,,,,,,,,,,,
simple,DFB325HS,LAVE VAISSELLE LG 14C DFB325HS,1,0,visible,,8599,,"https://electroclub.ma/10282-large_default/lg-dfb325hs.jpg,https://electroclub.ma/10280-large_default/lg-dfb325hs.jpg,https://electroclub.ma/10281-large_default/lg-dfb325hs.jpg,https://electroclub.ma/10283-large_default/lg-dfb325hs.jpg,https://electroclub.ma/10284-large_default/lg-dfb325hs.jpg",Lave vaisselle,,Marque,LG,Garantie,1 An,Marque,LG,Code,2492707,Hauteur (cm),84.5,Largeur (cm),59.8,Profondeur (cm),60,Finition,Inox,Classe énergétique,A+++,Niveau sonore,41,Nombre de couverts,14,Nombre de programmes,10,Consommation d&#039;eau,9|5,Troisieme tiroir,OUI,Depart differe,Oui,Fin differe,Non,Connectivite,Oui,Ecran d&#039;affichage,Oui,Demi charge,Oui,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
simple,XI-6B0S3FSB,LAVE VAISSELLE ENCASTRABLE INOX 16C XI-6B0S3FSB,1,0,visible,,5999,,"https://electroclub.ma/11302-large_default/lave-vaisselle-bosch-encastrable-12c-a.jpg,https://electroclub.ma/11303-large_default/lave-vaisselle-bosch-encastrable-12c-a.jpg,https://electroclub.ma/11304-large_default/lave-vaisselle-bosch-encastrable-12c-a.jpg,https://electroclub.ma/11305-large_default/lave-vaisselle-bosch-encastrable-12c-a.jpg,https://electroclub.ma/11306-large_default/lave-vaisselle-bosch-encastrable-12c-a.jpg",Lave vaisselle,,Marque,Haier,Reference fournisseur,XI 6B0S3FSB,Garantie,3 Ans,Marque,Haier,Classe énergétique,A++,Niveau sonore,40,Nombre de couverts,16,Nombre de programmes,10,Depart differe,24 h,Connectivite,Non,Demi charge,Oui,Poids (KG),38,Hauteur,81.5 cm,Largeur,59.8 cm,Profondeur,55 cm,Couleur du Produit,Blanc,Afficheur,NON,Fin Différée,NON,Affichage du Temps Restant,NON,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
simple,SMS4IKC60T,LAVE VAISSELLE BOSCH 13C SMS4IKC60T,1,0,visible,,6999,,"https://electroclub.ma/11427-large_default/lave-vaisselle-13-couverts-inox-bosch.jpg,https://electroclub.ma/11428-large_default/lave-vaisselle-13-couverts-inox-bosch.jpg,https://electroclub.ma/11429-large_default/lave-vaisselle-13-couverts-inox-bosch.jpg,https://electroclub.ma/11430-large_default/lave-vaisselle-13-couverts-inox-bosch.jpg,https://electroclub.ma/11431-large_default/lave-vaisselle-13-couverts-inox-bosch.jpg",Lave vaisselle,,Marque,Bosch,Reference fournisseur,SMS4IKC60T,Garantie,2 Ans,Finition,Noir|Inox,Classe énergétique,48,Nombre de couverts,13,Nombre de programmes,6,Consommation d&#039;eau,9.5 l,Depart differe,24 h,Connectivite,Oui,Demi charge,Oui,Affichage de temps restant,Oui,Poids (KG),49,Hauteur,84.5 cm,Largeur,60 cm,Profondeur,60 cm,Afficheur,OUI,Fermeture automatique,OUI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
simple,CF 4C6F0X,LAVE VAISSELLE CANDY 14C CF 4C6F0X,1,0,visible,,3999,,"https://electroclub.ma/11531-large_default/lave-vaisselle-15-couverts-a-smart-door-inox-candy.jpg,https://electroclub.ma/14116-large_default/lave-vaisselle-15-couverts-a-smart-door-inox-candy.jpg,https://electroclub.ma/11533-large_default/lave-vaisselle-15-couverts-a-smart-door-inox-candy.jpg,https://electroclub.ma/11534-large_default/lave-vaisselle-15-couverts-a-smart-door-inox-candy.jpg,https://electroclub.ma/11536-large_default/lave-vaisselle-15-couverts-a-smart-door-inox-candy.jpg",Lave vaisselle,,Marque,Candy,Reference fournisseur,CF 4C6F0X,Nb de programmes,8,Garantie,2 Ans,Niveau sonore,43,Nombre de couverts,14,Consommation d&#039;eau,10 L,Depart differe,Oui,Demi charge,Oui,Poids (KG),44,Hauteur,85 cm,Largeur,60 cm,Profondeur,60 cm,Couleur du Produit,Silver,Afficheur,OUI,Fin Différée,NON,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
simple,WW90CGC0EDABAS,LAVE LINGE SAMSUNG  9KG WW90CGC0EDABAS,1,0,visible,,5199,,"https://electroclub.ma/13039-large_default/machine-a-laver-8kg-1200tr-inox-samsung.jpg,https://electroclub.ma/13040-large_default/machine-a-laver-8kg-1200tr-inox-samsung.jpg,https://electroclub.ma/13041-large_default/machine-a-laver-8kg-1200tr-inox-samsung.jpg,https://electroclub.ma/13042-large_default/machine-a-laver-8kg-1200tr-inox-samsung.jpg,https://electroclub.ma/13043-large_default/machine-a-laver-8kg-1200tr-inox-samsung.jpg",Machine ALAVER,,Marque,Samsung,Garantie,1 An,Finition,INOX|NOIR,Classe énergétique,A+++,Niveau sonore,73,Capacité,9 Kg,Nombre de programmes,14,Connectivite,Non,Technologie,Moteur inverseur,Poids (KG),62 kg,Hauteur,85 cm,Largeur,59.5 cm,Profondeur,46.5 cm,Fin Différée,OUI 24H,Affichage du Temps Restant,OUI,Vitesse d&#039;Essorage,1400,Affichage du Cycle,OUI,Type de Lave-Linge,Hublot (Front),Programmes,Coton|Couleurs|+ Prélavage|Choses pour enfants|Lavage quotidien|Délicat lavage|Vidange|essorage|Nettoyage du tambour|Coton E|Intensif|Lavage rapide|Rincer + essorer|Synthétiques|La laine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
simple,CF3E9E0A,LAVE VAISSELLE  CANDY INVERTER WI-FI 13C CF3E9E0A,1,0,visible,,3599,,"https://electroclub.ma/11768-large_default/lave-vaisselle-15-couverts-a-smart-door-inox-candy.jpg,https://electroclub.ma/11769-large_default/lave-vaisselle-15-couverts-a-smart-door-inox-candy.jpg,https://electroclub.ma/11770-large_default/lave-vaisselle-15-couverts-a-smart-door-inox-candy.jpg,https://electroclub.ma/11771-large_default/lave-vaisselle-15-couverts-a-smart-door-inox-candy.jpg,https://electroclub.ma/11772-large_default/lave-vaisselle-15-couverts-a-smart-door-inox-candy.jpg",Lave vaisselle,,Marque,Candy,Reference fournisseur,CF3E9E0A,Nb de programmes,5,Garantie,2 Ans,Classe énergétique,E,Niveau sonore,49,Nombre de couverts,13,Consommation d&#039;eau,11 L,Depart differe,Oui,Connectivite,Smart Touch|Bluetooth,Demi charge,Oui,Poids (KG),44,Hauteur,85 cm,Largeur,60 cm,Profondeur,60 cm,Couleur du Produit,Gris,Afficheur,OUI,Fin Différée,NON,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
simple,SMS46NB01V,LAVE VAISSELLE BOSCH 13C SMS46NB01V,1,0,visible,,6199,,"https://electroclub.ma/12702-large_default/lave-vaisselle-bosch-13c-6prg-a-inox-serie-4.jpg,https://electroclub.ma/12704-large_default/lave-vaisselle-bosch-13c-6prg-a-inox-serie-4.jpg,https://electroclub.ma/12703-large_default/lave-vaisselle-bosch-13c-6prg-a-inox-serie-4.jpg,https://electroclub.ma/12699-large_default/lave-vaisselle-bosch-13c-6prg-a-inox-serie-4.jpg,https://electroclub.ma/12700-large_default/lave-vaisselle-bosch-13c-6prg-a-inox-serie-4.jpg",Lave vaisselle,,Marque,Bosch,Reference fournisseur,SMS46NB01V,Garantie,2 Ans,Niveau sonore,48,Nombre de couverts,13,Nombre de programmes,6,Consommation d&#039;eau,9.5 l,Depart differe,24 h,Connectivite,Non,Demi charge,Oui,Technologie,EcoSilence Drive|LoadSensor|ActiveWater,Options,Zone Intensive|Hygiène Plus,Poids (KG),47,Hauteur,84.5 cm,Largeur,60 cm,Profondeur,60 cm,Couleur du Produit,Noir,Afficheur,OUI,Fin Différée,NON,Fermeture automatique,OUI,Affichage du Temps Restant,OUI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
simple,DFC435FP,LAVE VAISSELLE  SILVER 14C DFC435FP,1,0,visible,,7299,,"https://electroclub.ma/12725-large_default/lg-dfb325hs.jpg,https://electroclub.ma/12726-large_default/lg-dfb325hs.jpg,https://electroclub.ma/12727-large_default/lg-dfb325hs.jpg,https://electroclub.ma/12728-large_default/lg-dfb325hs.jpg,https://electroclub.ma/12729-large_default/lg-dfb325hs.jpg",Lave vaisselle,,Marque,LG,Reference fournisseur,DFC435FP,Garantie,1 An,Marque,LG,Hauteur (cm),84.5,Largeur (cm),59.8,Profondeur (cm),60,Finition,Inox,Classe énergétique,A+++,Niveau sonore,41,Nombre de couverts,14,Nombre de programmes,10,Consommation d&#039;eau,9|5,Troisieme tiroir,OUI,Depart differe,Oui,Fin differe,Non,Connectivite,Oui,Ecran d&#039;affichage,Oui,Demi charge,Oui,Poids (KG),51,Fréquence,50 HZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
simple,XF6C2M1PX,LAVE VAISSELLE INVERTER INOX 16C XF6C2M1PX,1,0,visible,,6599,,"https://electroclub.ma/12758-large_default/lave-vaisselle-bosch-encastrable-12c-a.jpg,https://electroclub.ma/12759-large_default/lave-vaisselle-bosch-encastrable-12c-a.jpg,https://electroclub.ma/12760-large_default/lave-vaisselle-bosch-encastrable-12c-a.jpg,https://electroclub.ma/12761-large_default/lave-vaisselle-bosch-encastrable-12c-a.jpg,https://electroclub.ma/12762-large_default/lave-vaisselle-bosch-encastrable-12c-a.jpg",Lave vaisselle,,Marque,Haier,Reference fournisseur,XF6C2M1PX,Garantie,3 Ans,Marque,Haier,Classe énergétique,A++,Niveau sonore,42,Nombre de couverts,16,Nombre de programmes,10,Troisieme tiroir,OUI,Depart differe,Oui,Connectivite,Oui,Demi charge,Oui,Poids (KG),56,Hauteur,85 cm,Largeur,59.8 cm,Profondeur,55 cm,Couleur du Produit,Inox,Afficheur,NON,Fin Différée,NON,Affichage du Temps Restant,NON,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
simple,CI3E53L0W,LAVE VAISSELLE CANDY ENCASTRABLE 13C CI3E53L0W,1,0,visible,,4199,,"https://electroclub.ma/13337-large_default/lave-vaisselle-bosch-encastrable-12c-a.jpg,https://electroclub.ma/13338-large_default/lave-vaisselle-bosch-encastrable-12c-a.jpg,https://electroclub.ma/13339-large_default/lave-vaisselle-bosch-encastrable-12c-a.jpg,https://electroclub.ma/13340-large_default/lave-vaisselle-bosch-encastrable-12c-a.jpg,https://electroclub.ma/13341-large_default/lave-vaisselle-bosch-encastrable-12c-a.jpg",Lave vaisselle,,Marque,Candy,Reference fournisseur,CI3E53L0W,Garantie,2 Ans,Marque,Candy,Poids en kg,35,Nombre de couverts,13,Nombre de programmes,5,Connectivite,Oui,Hauteur,85 cm,Largeur,59.8 cm,Profondeur,55 cm,Couleur du Produit,Blanc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
simple,DFB512FP,LAVE VAISSELLE LG 14C DFB512FP,1,0,visible,,5699,,"https://electroclub.ma/13475-large_default/lg-dfb425fp.jpg,https://electroclub.ma/13476-large_default/lg-dfb425fp.jpg,https://electroclub.ma/13477-large_default/lg-dfb425fp.jpg,https://electroclub.ma/13478-large_default/lg-dfb425fp.jpg",Lave vaisselle,,Marque,LG,Reference fournisseur,DFB512FP,Nb de programmes,8,Garantie,1 An,Marque,LG,Hauteur (cm),84.5,Largeur (cm),59.8,Profondeur (cm),60,Finition,Inox,Classe énergétique,A++,Niveau sonore,44,Nombre de couverts,14,Consommation d&#039;eau,9 l,Troisieme tiroir,Non,Depart differe,Non,Fin differe,Non,Connectivite,Oui,Ecran d&#039;affichage,Oui,Demi charge,Oui,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
simple,SMS6EMI11V,LAVE VAISSELLE BOSCH 13C SMS6EMI11V,1,0,visible,,7499,,"https://electroclub.ma/13521-large_default/bosch-sms6eci81t.jpg,https://electroclub.ma/13520-large_default/bosch-sms6eci81t.jpg,https://electroclub.ma/13519-large_default/bosch-sms6eci81t.jpg,https://electroclub.ma/13514-large_default/bosch-sms6eci81t.jpg,https://electroclub.ma/13517-large_default/bosch-sms6eci81t.jpg",Lave vaisselle,,Marque,Bosch,Reference fournisseur,SMS6EMI11V,Nb de programmes,8,Garantie,2 Ans,Marque,Bosch,Hauteur (cm),84.5,Largeur (cm),60,Profondeur (cm),60,Finition,Inox,Classe énergétique,D,Nombre de couverts,13,Consommation d&#039;eau,6.7 l,Troisieme tiroir,OUI,Depart differe,Oui,Fin differe,Non,Connectivite,Oui,Ecran d&#039;affichage,Oui,Demi charge,Oui,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
simple,HCU12102DRRE/1-S,LAVE LINGE CANDY 10KG  HCU12102DRRE/1-S,1,0,visible,,3399,,"https://electroclub.ma/14231-large_default/machine-a-laver-10kg-1200tr-silver-candy.jpg,https://electroclub.ma/5357-large_default/machine-a-laver-10kg-1200tr-silver-candy.jpg",Machine ALAVER,,Marque,Candy,Garantie,2 Ans,Finition,Silver,Classe énergétique,A+++,Niveau sonore,51,Capacité,10 Kg,Nombre de programmes,16,Depart differe,Oui,Connectivite,NFC|Smart Touch,Technologie,Smart Touch,Fonction vapeur,-,Poids (KG),66,Hauteur,85 cm,Largeur,60 cm,Profondeur,54 cm,Fin Différée,24 h,Affichage du Temps Restant,OUI,Vitesse d&#039;Essorage,1200 tr|min,Affichage du Cycle,OUI,Type de Lave-Linge,Hublot (Front),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
simple,SMS25AI00V,LAVE VAISSELLE BOSCH 12C SMS25AI00V,1,0,visible,,3899,,"https://electroclub.ma/13704-large_default/bosch-sms23dw00t.jpg,https://electroclub.ma/13705-large_default/bosch-sms23dw00t.jpg,https://electroclub.ma/13706-large_default/bosch-sms23dw00t.jpg,https://electroclub.ma/13707-large_default/bosch-sms23dw00t.jpg",Lave vaisselle,,Marque,Bosch,Reference fournisseur,SMS25AI00V,Garantie,2 Ans,Marque,Bosch,Hauteur (cm),84.5,Largeur (cm),60,Profondeur (cm),60,Finition,Inox,Classe énergétique,A+,Consomation energetique,1.02 kwh,Niveau sonore,52,Poids en kg,43.06,Nombre de couverts,12,Nombre de programmes,5,Consommation d&#039;eau,11.7 L,Troisieme tiroir,Non,Depart differe,Non,Fin differe,Non,Connectivite,Non,Ecran d&#039;affichage,Non,Demi charge,Non,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
simple,SMI25DS01T,LAVE VAISSELLE BOSCH 12C SMI25DS01T,1,0,visible,,4999,,"https://electroclub.ma/13737-large_default/bosch-sms23dw00t.jpg,https://electroclub.ma/13738-large_default/bosch-sms23dw00t.jpg,https://electroclub.ma/13739-large_default/bosch-sms23dw00t.jpg,https://electroclub.ma/13740-large_default/bosch-sms23dw00t.jpg",Lave vaisselle,,Marque,Bosch,Reference fournisseur,SMI25DS01T,Garantie,2 Ans,Marque,Bosch,Hauteur (cm),84.5,Largeur (cm),60,Profondeur (cm),60,Finition,Inox,Classe énergétique,A+,Consomation energetique,1.02 kwh,Niveau sonore,52,Poids en kg,34.5,Nombre de couverts,13,Nombre de programmes,5,Consommation d&#039;eau,9.5 l,Troisieme tiroir,Non,Fin differe,Non,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
simple,CF 5C6F0B,LAVE VAISSELLE CANDY 15C CF 5C6F0B,1,0,visible,,4199,,"https://electroclub.ma/13790-large_default/lave-vaisselle-15-couverts-a-smart-door-inox-candy.jpg,https://electroclub.ma/13791-large_default/lave-vaisselle-15-couverts-a-smart-door-inox-candy.jpg,https://electroclub.ma/13792-large_default/lave-vaisselle-15-couverts-a-smart-door-inox-candy.jpg,https://electroclub.ma/13793-large_default/lave-vaisselle-15-couverts-a-smart-door-inox-candy.jpg",Lave vaisselle,,Marque,Candy,Reference fournisseur,CF 5C6F0B,Nb de programmes,8,Garantie,2 Ans,Niveau sonore,46,Nombre de couverts,15,Consommation d&#039;eau,10 L,Depart differe,Oui,Demi charge,Oui,Poids (KG),44,Hauteur,85 cm,Largeur,60 cm,Profondeur,60 cm,Couleur du Produit,Noir,Afficheur,OUI,Fin Différée,NON,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
